"","year.FRP","FRP","infection_status","Uniq_ID","sample_day","maturity","Holding_Tank","Low_Tag","High_Tag","sample","treatment_tank","where","tube_number","Comments","death","comments","CW","SC","CH","Test_Date","Original_sample_conc_ng.ul","total_sample_vol_ul","total_yield_ng"
"358","2017-6222",6222,0,"6222_1_9",9,"M","8A",3057,3445,NA,4,"anywhere",2,"","","","117.6","4","26.6",NA,NA,NA,NA
"359","2017-6222",6222,0,"6222_266_12",12,"M","4W",3057,3445,NA,4,"",164,"","11/13/17","","117.6","4","26.6",NA,NA,NA,NA
"360","2017-6223",6223,0,"6223_44_9",9,"M","9A",3080,3511,NA,4,"anywhere",334,"","","","113.7","3","22.1",NA,NA,NA,NA
"361","2017-6223",6223,0,"6223_270_12",12,"M","4W",3080,3511,NA,4,"",169,"","11/14/17","","113.7","3","22.1",NA,NA,NA,NA
"362","2017-6224",6224,1,"6224_74_9",9,"I","7A",3083,3429,NA,4,"drain end",444,"","","","122","3","17.1","4/23/18 17:40","8.24",35,"288.4"
"363","2017-6224",6224,1,"6224_277_12",12,"I","4W",3083,3429,NA,4,"",176,"","11/13/17","","122","3","17.1","2/28/18 18:00","Out of range",35,"#VALUE!"
"364","2017-6225",6225,1,"6225_92_9",9,"I","7A",3084,3377,NA,5,"drain end",464,"","","","118.2","3","15.2",NA,NA,NA,NA
"365","2017-6225",6225,1,"6225_298_12",12,"I","5W",3084,3377,NA,5,"",199,"","11/11/17","","118.2","3","15.2",NA,NA,NA,NA
"366","2017-6226",6226,0,"6226_85_9",9,"I","7A",3085,3233,NA,4,"drain end",456,"","","","124.8","3","18.8","8/9/18 13:04","Out of range",10,"#VALUE!"
"367","2017-6226",6226,0,"6226_260_12",12,"I","4W",3085,3233,NA,4,"",158,"","11/13/17","","124.8","3","18.8",NA,NA,NA,NA
"368","2017-6227",6227,1,"6227_83_9",9,"I","7A",3086,3155,NA,6,"drain end",454,"","","","116.7","3","17",NA,NA,NA,NA
"369","2017-6227",6227,1,"6227_366_12",12,"I","6W",3086,3155,NA,6,"",272,"","11/12/17","","116.7","3","17",NA,NA,NA,NA
"370","2017-6228",6228,0,"6228_29_9",9,"I","8A",3087,3462,NA,5,"anywhere",190,"","","","127.7","4","19.4",NA,NA,NA,NA
"371","2017-6228",6228,0,"6228_290_12",12,"I","5W",3087,3462,NA,5,"",191,"","11/17/17","","127.7","4","19.4",NA,NA,NA,NA
"372","2017-6229",6229,0,"6229_89_9",9,"I","7A",3090,3496,NA,6,"drain end",460,"","","","109.4","3","13.9","8/9/18 13:04","Out of range",10,"#VALUE!"
"373","2017-6229",6229,0,"6229_379_12",12,"I","6W",3090,3496,NA,6,"",286,"","11/15/17","","109.4","3","13.9",NA,NA,NA,NA
"374","2017-6230",6230,0,"6230_22_9",9,"M","8A",3118,3474,NA,5,"anywhere",113,"","","","114.5","4","24.1",NA,NA,NA,NA
"375","2017-6230",6230,0,"6230_292_12",12,"M","5W",3118,3474,NA,5,"",193,"","11/16/17","","114.5","4","24.1",NA,NA,NA,NA
"376","2017-6231",6231,1,"6231_102_9",9,"I","3C",3122,3163,NA,4,"anywhere",5,"","","","133.6","3","22.6",NA,NA,NA,NA
"377","2017-6231",6231,1,"6231_278_12",12,"I","4W",3122,3163,NA,4,"",177,"","11/14/17","","133.6","3","22.6",NA,NA,NA,NA
"378","2017-6232",6232,0,"6232_52_9",9,"M","9A",3144,3319,NA,5,"anywhere",420,"","","","119.4","3","23","8/9/18 13:02","29.8",10,"298"
"379","2017-6232",6232,0,"6232_286_12",12,"M","5W",3144,3319,NA,5,"",186,"","11/12/17","","119.4","3","23",NA,NA,NA,NA
"380","2017-6233",6233,1,"6233_117_9",9,"I","3C",3148,3256,NA,6,"anywhere",21,"","","","108","3","16.1","4/9/18 13:37","1.72",35,"60.2"
"381","2017-6233",6233,1,"6233_371_12",12,"I","6W",3148,3256,NA,6,"",278,"","11/12/17","","108","3","16.1",NA,NA,NA,NA
"382","2017-6234",6234,0,"6234_2_9",9,"I","8A",3177,3283,NA,4,"anywhere",93,"","","","127.4","4","18.2",NA,NA,NA,NA
"383","2017-6234",6234,0,"6234_263_12",12,"I","4W",3177,3283,NA,4,"",161,"","11/13/17","","127.4","4","18.2",NA,NA,NA,NA
"384","2017-6235",6235,0,"6235_35_9",9,"I","9A",3188,3223,NA,5,"anywhere",254,"","","","110.3","4","18.7",NA,NA,NA,NA
"385","2017-6235",6235,0,"6235_297_12",12,"I","5W",3188,3223,NA,5,"",198,"","11/11/17","","110.3","4","18.7",NA,NA,NA,NA
"386","2017-6236",6236,0,"6236_157_9",9,"I","1C",3195,3350,NA,6,"anywhere",65,"","","","118.7","3","19","3/27/18 15:08","0",35,"0"
"387","2017-6236",6236,0,"6236_361_12",12,"I","6W",3195,3350,NA,6,"",267,"","11/12/17","","118.7","3","19","5/23/18 14:54","4.88",35,"170.8"
"388","2017-6237",6237,1,"6237_17_9",9,"I","8A",3202,3549,NA,4,"anywhere",79,"","","","115.3","3","15.7",NA,NA,NA,NA
"389","2017-6237",6237,1,"6237_271_12",12,"I","4W",3202,3549,NA,4,"",170,"","11/12/17","","115.3","3","15.7",NA,NA,NA,NA
"390","2017-6238",6238,0,"6238_9_9",9,"M","8A",3205,3243,NA,6,"anywhere",461,"","","","118.6","4","24.3","4/10/18 17:23","0",35,"0"
"391","2017-6238",6238,0,"6238_375_12",12,"M","6W",3205,3243,NA,6,"",282,"","11/12/17","","118.6","4","24.3",NA,NA,NA,NA
"392","2017-6239",6239,1,"6239_166_9",9,"I","1C",3212,3562,NA,5,"anywhere",75,"","","","87.3","3","12.1",NA,NA,NA,NA
"393","2017-6239",6239,1,"6239_291_12",12,"I","5W",3212,3562,NA,5,"",192,"","11/16/17","","87.3","3","12.1",NA,NA,NA,NA
"394","2017-6240",6240,1,"6240_134_9",9,"I","3C",3213,3418,NA,6,"anywhere",40,"","","dead crab recorded as 3213/3418","125.2","3","20.1","5/23/18 14:54","1.75",35,"61.25"
"395","2017-6240",6240,1,"6240_362_12",12,"I","6W",3213,3218,NA,6,"",268,"","11/12/17","","125.2","3","20.1",NA,NA,NA,NA
"396","2017-6241",6241,1,"6241_62_9",9,"I","7A",3226,3489,NA,8,"drain end",431,"","","","114.1","3","16.6","8/9/18 13:02","8.38",10,"83.8"
"397","2017-6241",6241,1,"6241_323_12",12,"I","8A",3226,3489,NA,8,"",226,"","11/16/17","","114.1","3","16.6",NA,NA,NA,NA
"398","2017-6242",6242,0,"6242_39_9",9,"M","9A",3269,3360,NA,6,"anywhere",289,"","","","111.9","4","20.9",NA,NA,NA,NA
"399","2017-6242",6242,0,"6242_377_12",12,"M","6W",3269,3360,NA,6,"",284,"","11/12/17","","111.9","4","20.9",NA,NA,NA,NA
"400","2017-6243",6243,1,"6243_173_9",9,"I","1C",3271,3290,NA,4,"anywhere",83,"","11/12/17","","95.7","4","12.7","5/24/18 17:47","3.44",35,"120.4"
"401","2017-6243",6243,1,"6243_272_12",12,"I","4W",3271,3290,NA,4,"",171,"","","","95.7","4","12.7","4/28/18 15:42","3.41",35,"119.35"
"402","2017-6244",6244,1,"6244_58_9",9,"I","7A",3272,3393,NA,5,"anywhere",426,"","","","119.3","3","19","8/9/18 13:02","5.28",10,"52.8"
"403","2017-6244",6244,1,"6244_284_12",12,"I","5W",3272,3393,NA,5,"",184,"","11/15/17","","119.3","3","19",NA,NA,NA,NA
"404","2017-6245",6245,1,"6245_126_9",9,"I","3C",3280,3368,NA,6,"anywhere",31,"","","","122.6","3","18.4",NA,NA,NA,NA
"405","2017-6245",6245,1,"6245_365_12",12,"I","6W",3280,3368,NA,6,"",271,"","11/12/17","","122.6","3","18.4",NA,NA,NA,NA
"406","2017-6246",6246,0,"6246_3_9",9,"I","8A",3299,3383,NA,4,"anywhere",201,"","","","116","3","18.1",NA,NA,NA,NA
"407","2017-6246",6246,0,"6246_265_12",12,"I","4W",3299,3383,NA,4,"",163,"","11/13/17","","116","3","18.1",NA,NA,NA,NA
"408","2017-6247",6247,0,"6247_152_9",9,"I","1C",3315,3500,NA,5,"anywhere",60,"","","","118.4","3","19.4",NA,NA,NA,NA
"409","2017-6247",6247,0,"6247_287_12",12,"I","5W",3315,3500,NA,5,"",187,"","11/12/17","","118.4","3","19.4",NA,NA,NA,NA
"410","2017-6248",6248,0,"6248_49_9",9,"I","9A",3316,3435,NA,6,"anywhere",389,"","","","111.6","4","19.8",NA,NA,NA,NA
"411","2017-6248",6248,0,"6248_378_12",12,"I","6W",3316,3435,NA,6,"",285,"","11/12/17","","111.6","4","19.8",NA,NA,NA,NA
"412","2017-6249",6249,1,"6249_96_9",9,"I","1C",3353,3446,NA,4,"anywhere",468,"","11/13/17","","102.1","3","14.3",NA,NA,NA,NA
"413","2017-6249",6249,1,"6249_279_12",12,"I","4W",3353,3446,NA,4,"",178,"","","","102.1","3","14.3","5/1/18 14:27","26",35,"910"
"414","2017-6250",6250,1,"6250_72_9",9,"I","7A",3373,3406,NA,5,"anywhere",442,"","","","111.8","3","15","8/9/18 13:03","4",10,"40"
"415","2017-6250",6250,1,"6250_294_12",12,"I","5W",3373,3406,NA,5,"",195,"","11/17/17","","111.8","3","15",NA,NA,NA,NA
"416","2017-6251",6251,1,"6251_167_9",9,"I","1C",3375,3478,NA,6,"anywhere",76,"discolored hemolymph","","","97.6","3","13.2",NA,NA,NA,NA
"417","2017-6251",6251,1,"6251_376_12",12,"I","6W",3375,3478,NA,6,"",283,"","11/12/17","","97.6","3","13.2",NA,NA,NA,NA
"418","2017-6252",6252,3,"6252_99_9",9,"M","8A",3492,3731,NA,8,"drain end",471,"3386/3492, retag 3492/3731","","","99.1","3","19.3",NA,NA,NA,NA
"419","2017-6252",6252,3,"6252_330_12",12,"M","8A",3492,3731,NA,8,"",234,"","","","99.1","3","19.3",NA,NA,NA,NA
"420","2017-6253",6253,0,"6253_25_9",9,"I","8A",3566,3571,NA,4,"anywhere",146,"","","","86.9","3","9.9",NA,NA,NA,NA
"421","2017-6253",6253,0,"6253_275_12",12,"I","4W",3566,3571,NA,4,"",174,"","11/13/17","","86.9","3","9.9","5/1/18 14:28","3.36",35,"117.6"
"422","2017-6254",6254,0,"6254_69_9",9,"I","7A",3567,3595,NA,5,"anywhere",438,"","","","119.7","3","19.9",NA,NA,NA,NA
"423","2017-6254",6254,0,"6254_296_12",12,"I","5W",3567,3595,NA,5,"",197,"","11/16/17","","119.7","3","19.9",NA,NA,NA,NA
"424","2017-6255",6255,1,"6255_143_9",9,"I","2C",3601,3810,NA,4,"anywhere",50,"","","","132.8","3","19",NA,NA,NA,NA
"425","2017-6255",6255,1,"6255_262_12",12,"I","4W",3601,3810,NA,4,"",160,"","11/12/17","","132.8","3","19",NA,NA,NA,NA
"426","2017-6256",6256,1,"6256_146_9",9,"I","2C",3608,3845,NA,5,"anywhere",53,"","","","128.4","3","19.2",NA,NA,NA,NA
"427","2017-6256",6256,1,"6256_283_12",12,"I","5W",3608,3845,NA,5,"",183,"","11/11/17","","128.4","3","19.2",NA,NA,NA,NA
"428","2017-6257",6257,1,"6257_138_9",9,"I","2C",3614,3800,NA,6,"anywhere",44,"","","","123","3","16.7",NA,NA,NA,NA
"429","2017-6257",6257,1,"6257_363_12",12,"I","6W",3614,3800,NA,6,"",269,"","11/12/17","","123","3","16.7",NA,NA,NA,NA
"430","2017-6258",6258,3,"6258_140_9",9,"M","2C",3618,3806,NA,4,"anywhere",47,"","11/12/17","","126.4","3","27.4","4/9/18 13:18","7.32",35,"256.2"
"431","2017-6258",6258,3,"6258_261_12",12,"M","4W",3618,3806,NA,4,"",159,"","","","126.4","3","27.4",NA,NA,NA,NA
"432","2017-6259",6259,0,"6259_139_9",9,"M","2C",3621,3818,NA,5,"anywhere",45,"","","","134.7","3","27.9","4/29/18 17:58","5.4",35,"189"
"433","2017-6259",6259,0,"6259_281_12",12,"M","5W",3621,3818,NA,5,"",181,"","11/15/17","","134.7","3","27.9",NA,NA,NA,NA
"434","2017-6260",6260,0,"6260_136_9",9,"M","2C",3631,3832,NA,6,"anywhere",42,"","","","127.3","3","25.9","4/24/18 14:51","0",35,"0"
"435","2017-6260",6260,0,"6260_374_12",12,"M","6W",3631,3832,NA,6,"",281,"","11/12/17","","127.3","3","25.9",NA,NA,NA,NA
"436","2017-6261",6261,1,"6261_164_9",9,"I","1C",3650,3851,NA,4,"anywhere",73,"","11/13/17","","126.9","3","18.9","5/2/18 13:08","5.28",35,"184.8"
"437","2017-6261",6261,1,"6261_273_12",12,"I","4W",3650,3851,NA,4,"",172,"","","","126.9","3","18.9",NA,NA,NA,NA
"438","2017-6262",6262,1,"6262_168_9",9,"I","1C",3651,3856,NA,5,"anywhere",77,"","","","135.5","3","20.7","3/26/18 13:25","1.71",35,"59.85"
"439","2017-6262",6262,1,"6262_289_12",12,"I","5W",3651,3856,NA,5,"",189,"","11/16/17","","135.5","3","20.7",NA,NA,NA,NA
"440","2017-6263",6263,1,"6263_179_9",9,"I","1C",3653,3857,NA,6,"anywhere",89,"","","","129.2","3","20.6","5/23/18 14:55","4.96",35,"173.6"
"441","2017-6263",6263,1,"6263_368_12",12,"I","6W",3653,3857,NA,6,"",274,"","11/12/17","","129.2","3","20.6","4/20/18 14:30","2.44",35,"85.4"
"442","2017-6264",6264,0,"6264_180_9",9,"I","1C",3660,3863,NA,4,"anywhere",91,"","11/13/17","","125","3","20.7",NA,NA,NA,NA
"443","2017-6264",6264,0,"6264_268_12",12,"I","4W",3660,3863,NA,4,"",166,"","","","125","3","20.7",NA,NA,NA,NA
"444","2017-6265",6265,0,"6265_155_9",9,"I","1C",3669,3874,NA,5,"anywhere",63,"","","","133","3","22.4",NA,NA,NA,NA
"445","2017-6265",6265,0,"6265_282_12",12,"I","5W",3669,3874,NA,5,"",182,"","11/16/17","","133","3","22.4",NA,NA,NA,NA
"446","2017-6266",6266,1,"6266_156_9",9,"I","1C",3671,3875,NA,4,"anywhere",64,"","11/13/17","","136.6","3","22",NA,NA,NA,NA
"447","2017-6266",6266,1,"6266_264_12",12,"I","4W",3671,3875,NA,4,"",162,"","","","136.6","3","22","5/24/18 13:51","2.88",35,"100.8"
"448","2017-6267",6267,1,"6267_159_9",9,"I","1C",3672,3876,NA,5,"anywhere",67,"","","","133","3","19.7",NA,NA,NA,NA
"449","2017-6267",6267,1,"6267_288_12",12,"I","5W",3672,3876,NA,5,"",188,"","11/17/17","","133","3","19.7",NA,NA,NA,NA
"450","2017-6268",6268,0,"6268_97_9",9,"I","1C",3673,3877,NA,6,"anywhere",469,"","","","130","3","20.4","3/28/18 14:17","5.16",35,"180.6"
"451","2017-6268",6268,0,"6268_97_9",9,"I","1C",3673,3877,NA,6,"anywhere",469,"","","","130","3","20.4","4/9/18 13:38","5.16",35,"180.6"
"452","2017-6268",6268,0,"6268_369_12",12,"I","6W",3673,3877,NA,6,"",275,"","11/12/17","","130","3","20.4",NA,NA,NA,NA
"453","2017-6269",6269,1,"6269_160_9",9,"I","1C",3677,3880,NA,6,"anywhere",69,"","","","145.6","3","22.4",NA,NA,NA,NA
"454","2017-6269",6269,1,"6269_364_12",12,"I","6W",3677,3880,NA,6,"",270,"","11/12/17","","145.6","3","22.4",NA,NA,NA,NA
"455","2017-6270",6270,0,"6270_131_9",9,"M","3C",3702,3902,NA,4,"anywhere",37,"","11/12/17","","129.8","4","28.8","5/1/18 17:58","3.38",35,"118.3"
"456","2017-6270",6270,0,"6270_269_12",12,"M","4W",3702,3902,NA,4,"",167,"","","","129.8","4","28.8",NA,NA,NA,NA
"457","2017-6271",6271,0,"6271_105_9",9,"M","3C",3708,3717,NA,5,"anywhere",8,"","","","134.1","3","26",NA,NA,NA,NA
"458","2017-6271",6271,0,"6271_295_12",12,"M","5W",3708,3717,NA,5,"",196,"","11/16/17","","134.1","3","26",NA,NA,NA,NA
"459","2017-6272",6272,0,"6272_111_9",9,"I","3C",3715,3719,NA,8,"drain end",15,"","","","124.5","3","20.6",NA,NA,NA,NA
"460","2017-6272",6272,0,"6272_338_12",12,"I","8A",3715,3719,NA,8,"",242,"","11/16/17","","124.5","3","20.6",NA,NA,NA,NA
"461","2017-6273",6273,1,"6273_127_9",9,"I","3C",3720,3915,NA,5,"anywhere",32,"","","","133.7","3","19.7",NA,NA,NA,NA
"462","2017-6273",6273,1,"6273_280_12",12,"I","5W",3720,3915,NA,5,"",180,"","11/12/17","","133.7","3","19.7",NA,NA,NA,NA
"463","2017-6274",6274,1,"6274_122_9",9,"I","3C",3721,3908,NA,6,"anywhere",27,"","","","131.8","3","19.5",NA,NA,NA,NA
"464","2017-6274",6274,1,"6274_367_12",12,"I","6W",3721,3908,NA,6,"",273,"","11/12/17","","131.8","3","19.5",NA,NA,NA,NA
"465","2017-6275",6275,3,"6275_110_9",9,"M","3C",3727,3911,NA,6,"anywhere",14,"","","","127.1","3","26.9","4/6/18 13:38","4.92",35,"172.2"
"466","2017-6275",6275,3,"6275_372_12",12,"M","6W",3727,3911,NA,6,"",279,"","11/12/17","","127.1","3","26.9",NA,NA,NA,NA
"467","2017-6276",6276,0,"6276_50_9",9,"I","9A",3381,3517,NA,9,"drain end",401,"","11/10/17","","112","4","19.5","4/20/18 14:30","2.18",35,"76.3"
"468","2017-6277",6277,0,"6277_177_9",9,"I","1C",3652,3855,NA,3,"drain end",87,"","11/10/17","","126.3","3","22.7",NA,NA,NA,NA
"469","2017-6278",6278,1,"6278_147_9",9,"I","2C",3633,3812,NA,1,"drain end",54,"","","","128.4","4","18",NA,NA,NA,NA
"470","2017-6278",6278,1,"6278__12",12,"I","1C",3633,3812,NA,1,"",1,"","tubes 211,217 not recorded; 219 recorded twice","","128.4","4","18",NA,NA,NA,NA
"471","2017-6278",6278,1,"6278_413_26",26,"I","1C",3633,3812,NA,1,"",305,"","","","128.4","4","18","4/6/18 14:03","2.44",35,"85.4"
"472","2017-6279",6279,1,"6279_13_9",9,"I","8A",3182,3184,NA,1,"drain end",35,"","3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure","","111.6","3","13.9",NA,NA,NA,NA
"473","2017-6279",6279,1,"6279_219_12",12,"I","1C",3182,3184,NA,1,"",112,"","3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure","","111.6","3","13.9",NA,NA,NA,NA
"474","2017-6279",6279,1,"6279_411_26",26,"I","1C",3182,3184,NA,1,"",303,"","3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure","","111.6","3","13.9",NA,NA,NA,NA
"475","2017-6280",6280,3,"6280_tes_NA",NA,NA,NA,3114,3133,NA,NA,"",472,"for Steven to test RNA yield; not in experiment","","","#N/A","#N/A","#N/A","8/9/18 13:04","Out of range",10,"#VALUE!"
"476","2017-6281",6281,3,"6281_tes_NA",NA,"I",NA,3712,3726,NA,NA,"",473,"for Steven to test RNA yield; not in experiment","","","131.4","3","22.6","8/9/18 13:04","4.8",10,"48"
"477","2017-6282",6282,3,"6282_tes_NA",NA,"M",NA,3016,3424,NA,NA,"",474,"for Steven to test RNA yield; not in experiment","","","129.5","3","26.9","4/9/18 13:20","0",35,"0"
