"","target","content","sample","cq","cq_mean","cq_sd","sq","log_sq","sq_sd","sq_all.runs_mean","rep_pos.neg","sample_pos.neg","year_FRP","FRP","run","comments"
"185","Hemato","Unkn-40","38-H02","26.51",26.77,0.364,2200,"3.343",481,2607.5,"pos","pos","2017-6142",6142,"3/29/18 second",""
"186","Hemato","Unkn-20","34-F02","37.6",37.6,0,0.764,"-1.17E-01",0,158.127333333333,"neg","neg","2017-6143",6143,"4/27/18 2nd",""
"187","Hemato","Unkn-20","34-F02","N/A",0,0,0,"N/A",0,158.127333333333,"neg","neg","2017-6143",6143,"4/27/18 2nd",""
"188","","Unkn-27","38-F03","31.64",31.58,0.08,261,"2.42E+00",14.8,158.127333333333,"pos","pos","2017-6143",6143,"3/27/18 third",""
"189","","Unkn-27","38-F03","31.53",31.58,0.08,282,"2.45E+00",14.8,158.127333333333,"pos","pos","2017-6143",6143,"3/27/18 third",""
"190","Hemato","Unkn-26","38-F03","30.49",30.54,0.075,210,"2.322",10.8,158.127333333333,"pos","pos","2017-6143",6143,"4/24/18 first",""
"191","Hemato","Unkn-26","38-F03","30.59",30.54,0.075,195,"2.29",10.8,158.127333333333,"pos","pos","2017-6143",6143,"4/24/18 first",""
"192","Hemato","Unkn-38","30-F12","28.71",28.9,0.294,556,"2.75E+00",100,1066.66666666667,"pos","pos","2017-6144",6144,"4/25/18 fourth",""
"193","Hemato","Unkn-38","30-F12","29.13",28.9,0.294,414,"2.62E+00",100,1066.66666666667,"pos","pos","2017-6144",6144,"4/25/18 fourth",""
"194","","Unkn-12","38-C03","29.16",29.17,0.006,1410,"3.15E+00",5.65,1066.66666666667,"pos","pos","2017-6144",6144,"3/27/18 third",""
"195","","Unkn-12","38-C03","29.17",29.17,0.006,1400,"3.15E+00",5.65,1066.66666666667,"pos","pos","2017-6144",6144,"3/27/18 third",""
"196","Hemato","Unkn-11","38-C03","27.88",27.91,0.054,1350,"3.129",50.6,1066.66666666667,"pos","pos","2017-6144",6144,"4/24/18 first",""
"197","Hemato","Unkn-11","38-C03","27.95",27.91,0.054,1270,"3.105",50.6,1066.66666666667,"pos","pos","2017-6144",6144,"4/24/18 first",""
"198","Hemato","Unkn-28","31-D02","31.48",31.66,0.257,55.5,"1.744",9.01,141.075,"pos","pos","2017-6145",6145,"4/24/18 second",""
"199","Hemato","Unkn-28","31-D02","31.84",31.66,0.257,42.8,"1.631",9.01,141.075,"pos","pos","2017-6145",6145,"4/24/18 second",""
"200","Hemato","Unkn-05","38-A07","30.31",30.35,0.051,239,"2.378",8.46,141.075,"pos","pos","2017-6145",6145,"4/24/18 first",""
"201","Hemato","Unkn-05","38-A07","30.38",30.35,0.051,227,"2.355",8.46,141.075,"pos","pos","2017-6145",6145,"4/24/18 first",""
"202","Hemato","Unkn-32","30-D12","N/A",0,0,0,"N/A",0,483.833333333333,"neg","neg","2017-6146",6146,"4/25/18 fourth",""
"203","Hemato","Unkn-32","30-D12","N/A",0,0,0,"N/A",0,483.833333333333,"neg","neg","2017-6146",6146,"4/25/18 fourth",""
"204","","Unkn-30","38-F06","30.25",30.21,0.05,672,"2.83E+00",23.5,483.833333333333,"pos","pos","2017-6146",6146,"3/27/18 third",""
"205","","Unkn-30","38-F06","30.18",30.21,0.05,705,"2.85E+00",23.5,483.833333333333,"pos","pos","2017-6146",6146,"3/27/18 third",""
"206","Hemato","Unkn-29","38-F06","28.67",28.67,0.004,765,"2.883",2.3,483.833333333333,"pos","pos","2017-6146",6146,"4/24/18 first",""
"207","Hemato","Unkn-29","38-F06","28.68",28.67,0.004,761,"2.882",2.3,483.833333333333,"pos","pos","2017-6146",6146,"4/24/18 first",""
"208","Hemato","Unkn-38","32-B09","35.73",35.41,0.463,5.83,"0.766",2.36,214,"pos","pos","2017-6147",6147,"4/25/18 first",""
"209","Hemato","Unkn-38","32-B09","35.08",35.41,0.463,9.17,"0.962",2.36,214,"pos","pos","2017-6147",6147,"4/25/18 first",""
"210","Hemato","Unkn-23","37-E03","29.04",28.83,0.29,359,"2.555",86.8,214,"pos","pos","2017-6147",6147,"3/29/18 second",""
"211","Hemato","Unkn-23","37-E03","28.63",28.83,0.29,482,"2.683",86.8,214,"pos","pos","2017-6147",6147,"3/29/18 second",""
"212","Hemato","Unkn-30","31-B02","28.27",28.2,0.039,760,"2.88E+00",21.4,511.25,"pos","pos","2017-6148",6148,"4/25/18 fourth",""
"213","Hemato","Unkn-30","31-B02","28.21",28.2,0.039,790,"2.90E+00",21.4,511.25,"pos","pos","2017-6148",6148,"4/25/18 fourth",""
"214","Hemato","Unkn-21","37-E01","30.01",30.12,0.155,266,"2.425",26.2,511.25,"pos","pos","2017-6148",6148,"3/29/18 1st",""
"215","Hemato","Unkn-21","37-E01","30.23",30.12,0.155,229,"2.359",26.2,511.25,"pos","pos","2017-6148",6148,"3/29/18 1st",""
"216","Hemato","Unkn-29","31-E03","20.67",20.68,0.014,128000,"5.107",1250,66052.5,"pos","pos","2017-6149",6149,"4/24/18 second",""
"217","Hemato","Unkn-29","31-E03","20.69",20.68,0.014,126000,"5.101",1250,66052.5,"pos","pos","2017-6149",6149,"4/24/18 second",""
"218","Hemato","Unkn-23","37-E05","25.47",25.74,0.381,6040,"3.781",1320,66052.5,"pos","pos","2017-6149",6149,"3/29/18 1st",""
"219","Hemato","Unkn-23","37-E05","26.01",25.74,0.381,4170,"3.62",1320,66052.5,"pos","pos","2017-6149",6149,"3/29/18 1st",""
"220","Hemato","Unkn-20","32-D06","N/A",0,0,0,"N/A",0,4788.14366666667,"neg","neg","2017-6150",6150,"4/25/18 first",""
"221","Hemato","Unkn-20","32-D06","38.34",38.34,0,0.962,"-0.017",0,4788.14366666667,"neg","neg","2017-6150",6150,"4/25/18 first",""
"222","Hemato","Unkn-35","38-G07","32.09",32.16,0.108,67.4,"1.829",4.91,4788.14366666667,"pos","pos","2017-6150",6150,"4/24/18 first",""
"223","Hemato","Unkn-35","38-G07","32.24",32.16,0.108,60.5,"1.782",4.91,4788.14366666667,"pos","pos","2017-6150",6150,"4/24/18 first",""
"224","Hemato","Unkn-22","38-G07","23.01",23.09,0.125,15200,"4.183",1300,4788.14366666667,"pos","pos","2017-6150",6150,"4/25/18 second",""
"225","Hemato","Unkn-22","38-G07","23.18",23.09,0.125,13400,"4.127",1300,4788.14366666667,"pos","pos","2017-6150",6150,"4/25/18 second",""
"226","Hemato","Unkn-24","34-G01","32.23",32.55,0.454,33.5,"1.525",8.68,320.95,"pos","pos","2017-6151",6151,"4/25/18 third",""
"227","Hemato","Unkn-24","34-G01","32.87",32.55,0.454,21.3,"1.327",8.68,320.95,"pos","pos","2017-6151",6151,"4/25/18 third",""
"228","Hemato","Unkn-35","37-G07","28.69",28.8,0.156,661,"2.82",65.9,320.95,"pos","pos","2017-6151",6151,"3/29/18 1st",""
"229","Hemato","Unkn-35","37-G07","28.91",28.8,0.156,568,"2.754",65.9,320.95,"pos","pos","2017-6151",6151,"3/29/18 1st",""
"230","Hemato","Unkn-16","30-B04","37.42",37.41,0.017,0.87,"-6.10E-02",0.0108,285.93875,"neg","neg","2017-6152",6152,"4/27/18 2nd",""
"231","Hemato","Unkn-16","30-B04","37.39",37.41,0.017,0.885,"-5.30E-02",0.0108,285.93875,"neg","neg","2017-6152",6152,"4/27/18 2nd",""
"232","Hemato","Unkn-05","38-A02","28.28",28.39,0.169,620,"2.793",69.3,285.93875,"pos","pos","2017-6152",6152,"3/29/18 second",""
"233","Hemato","Unkn-05","38-A02","28.51",28.39,0.169,522,"2.718",69.3,285.93875,"pos","pos","2017-6152",6152,"3/29/18 second",""
"234","Hemato","Unkn-33","30-F11","30.85",31.1,0.383,122,"2.09E+00",27.6,79.3,"pos","pos","2017-6153",6153,"4/25/18 fourth",""
"235","Hemato","Unkn-33","30-F11","31.39",31.1,0.383,83.4,"1.92E+00",27.6,79.3,"pos","pos","2017-6153",6153,"4/25/18 fourth",""
"236","Hemato","Unkn-16","37-D01","32.08",32.3,0.304,64.1,"1.807",11.6,79.3,"pos","pos","2017-6153",6153,"3/29/18 1st",""
"237","Hemato","Unkn-16","37-D01","32.51",32.3,0.304,47.7,"1.678",11.6,79.3,"pos","pos","2017-6153",6153,"3/29/18 1st",""
"238","Hemato","Unkn-37","31-B07","36.51",36.55,0.053,1.51,"0.179",0.0561,48.085,"neg","neg","2017-6154",6154,"4/24/18 second",""
"239","Hemato","Unkn-37","31-B07","36.59",36.55,0.053,1.43,"0.155",0.0561,48.085,"neg","neg","2017-6154",6154,"4/24/18 second",""
"240","Hemato","Unkn-18","37-D05","31.35",31.52,0.251,106,"2.027",16.3,48.085,"pos","pos","2017-6154",6154,"3/29/18 1st",""
"241","Hemato","Unkn-18","37-D05","31.7",31.52,0.251,83.4,"1.921",16.3,48.085,"pos","pos","2017-6154",6154,"3/29/18 1st",""
"242","Hemato","Unkn-09","31-D08","30.59",30.62,0.045,105,"2.022",3.32,957.666666666667,"pos","pos","2017-6155",6155,"4/24/18 second",""
"243","Hemato","Unkn-09","31-D08","30.65",30.62,0.045,101,"2.002",3.32,957.666666666667,"pos","pos","2017-6155",6155,"4/24/18 second",""
"244","","Unkn-07","38-B03","28.7",29.01,0.447,1930,"3.286",478,957.666666666667,"pos","pos","2017-6155",6155,"3/27/18 third",""
"245","","Unkn-07","38-B03","29.33",29.01,0.447,1260,"3.1",478,957.666666666667,"pos","pos","2017-6155",6155,"3/27/18 third",""
"246","Hemato","Unkn-06","38-B03","28",28.06,0.094,1230,"3.091",78.9,957.666666666667,"pos","pos","2017-6155",6155,"4/24/18 first",""
"247","Hemato","Unkn-06","38-B03","28.13",28.06,0.094,1120,"3.05",78.9,957.666666666667,"pos","pos","2017-6155",6155,"4/24/18 first",""
"248","Hemato","Unkn-38","34-D02","38.85",39.09,0.34,0.307,"-0.513",0.0627,249.63125,"neg","neg","2017-6156",6156,"4/25/18 third",""
"249","Hemato","Unkn-38","34-D02","39.33",39.09,0.34,0.218,"-0.661",0.0627,249.63125,"neg","neg","2017-6156",6156,"4/25/18 third",""
"250","Hemato","Unkn-36","37-F06","28.63",28.43,0.292,426,"2.629",104,249.63125,"pos","pos","2017-6156",6156,"4/24/18 second",""
"251","Hemato","Unkn-36","37-F06","28.22",28.43,0.292,572,"2.758",104,249.63125,"pos","pos","2017-6156",6156,"4/24/18 second",""
"252","Hemato","Unkn-24","33-G04","37.3",37.09,0.291,0.946,"-2.40E-02",0.227,93.054,"neg","neg","2017-6157",6157,"4/27/18 2nd",""
"253","Hemato","Unkn-24","33-G04","36.89",37.09,0.291,1.27,"1.03E-01",0.227,93.054,"neg","neg","2017-6157",6157,"4/27/18 2nd",""
"254","Hemato","Unkn-33","37-G03","29.91",29.96,0.074,192,"2.284",9.82,93.054,"pos","pos","2017-6157",6157,"3/29/18 second",""
"255","Hemato","Unkn-33","37-G03","30.01",29.96,0.074,178,"2.251",9.82,93.054,"pos","pos","2017-6157",6157,"3/29/18 second",""
"256","Hemato","Unkn-34","32-C06","28.91",28.96,0.081,653,"2.815",35.2,587.75,"pos","pos","2017-6158",6158,"4/25/18 first",""
"257","Hemato","Unkn-34","32-C06","29.02",28.96,0.081,603,"2.78",35.2,587.75,"pos","pos","2017-6158",6158,"4/25/18 first",""
"258","Hemato","Unkn-07","38-B04","29.03",29.14,0.155,590,"2.771",60.1,587.75,"pos","pos","2017-6158",6158,"4/24/18 first",""
"259","Hemato","Unkn-07","38-B04","29.25",29.14,0.155,505,"2.704",60.1,587.75,"pos","pos","2017-6158",6158,"4/24/18 first",""
"260","Hemato","Unkn-18","32-H08","28.16",28.16,0.009,351,"2.546",2.22,402.25,"pos","pos","2017-6159",6159,"4/25/18 second",""
"261","Hemato","Unkn-18","32-H08","28.17",28.16,0.009,348,"2.542",2.22,402.25,"pos","pos","2017-6159",6159,"4/25/18 second",""
"262","Hemato","Unkn-20","38-D07","29.31",29.41,0.141,487,"2.687",45.4,402.25,"pos","pos","2017-6159",6159,"4/24/18 first",""
"263","Hemato","Unkn-20","38-D07","29.5",29.41,0.141,423,"2.626",45.4,402.25,"pos","pos","2017-6159",6159,"4/24/18 first",""
"264","Hemato","Unkn-34","34-G04","N/A",0,0,0,"N/A",0,28.975,"neg","neg","2017-6160",6160,"4/25/18 third",""
"265","Hemato","Unkn-34","34-G04","N/A",0,0,0,"N/A",0,28.975,"neg","neg","2017-6160",6160,"4/25/18 third",""
"266","Hemato","Unkn-07","37-B04","32.22",32.23,0.02,58.5,"1.767",0.783,28.975,"pos","pos","2017-6160",6160,"3/29/18 1st",""
"267","Hemato","Unkn-07","37-B04","32.24",32.23,0.02,57.4,"1.759",0.783,28.975,"pos","pos","2017-6160",6160,"3/29/18 1st",""
"268","Hemato","Unkn-20","31-A10","N/A",0,0,0,"N/A",0,99.3315,"neg","neg","2017-6161",6161,"4/25/18 fourth",""
"269","Hemato","Unkn-20","31-A10","39.21",39.2,0,0.326,"-4.87E-01",0,99.3315,"neg","neg","2017-6161",6161,"4/25/18 fourth",""
"270","Hemato","Unkn-40","38-H07","30.54",30.57,0.039,202,"2.306",5.43,99.3315,"pos","pos","2017-6161",6161,"4/24/18 first",""
"271","Hemato","Unkn-40","38-H07","30.6",30.57,0.039,195,"2.289",5.43,99.3315,"pos","pos","2017-6161",6161,"4/24/18 first",""
"272","Hemato","Unkn-35","31-B04","28.58",28.6,0.005,611,"2.79E+00",1.98,878.75,"pos","pos","2017-6162",6162,"4/25/18 fourth",""
"273","Hemato","Unkn-35","31-B04","28.57",28.6,0.005,614,"2.79E+00",1.98,878.75,"pos","pos","2017-6162",6162,"4/25/18 fourth",""
"274","Hemato","Unkn-31","37-G01","27.82",27.89,0.102,1200,"3.08",80.4,878.75,"pos","pos","2017-6162",6162,"3/29/18 1st",""
"275","Hemato","Unkn-31","37-G01","27.96",27.89,0.102,1090,"3.037",80.4,878.75,"pos","pos","2017-6162",6162,"3/29/18 1st",""
"276","Hemato","Unkn-35","32-E03","32.04",31.7,0.479,74.9,"1.874",31.6,141.225,"pos","pos","2017-6163",6163,"4/25/18 first",""
"277","Hemato","Unkn-35","32-E03","31.36",31.7,0.479,120,"2.077",31.6,141.225,"pos","pos","2017-6163",6163,"4/25/18 first",""
"278","Hemato","Unkn-38","37-H03","29.84",29.96,0.171,201,"2.303",22.6,141.225,"pos","pos","2017-6163",6163,"3/29/18 second",""
"279","Hemato","Unkn-38","37-H03","30.09",29.96,0.171,169,"2.228",22.6,141.225,"pos","pos","2017-6163",6163,"3/29/18 second",""
"280","Hemato","Unkn-25","31-D01","29.6",29.42,0.259,216,"2.335",45.5,889.25,"pos","pos","2017-6164",6164,"4/25/18 third",""
"281","Hemato","Unkn-25","31-D01","29.23",29.42,0.259,281,"2.448",45.5,889.25,"pos","pos","2017-6164",6164,"4/25/18 third",""
"282","Hemato","Unkn-07","38-B01","27.04",26.86,0.261,1330,"3.124",284,889.25,"pos","pos","2017-6164",6164,"4/24/18 second",""
"283","Hemato","Unkn-07","38-B01","26.68",26.86,0.261,1730,"3.238",284,889.25,"pos","pos","2017-6164",6164,"4/24/18 second",""
"284","Hemato","Unkn-38","31-D05","34.77",34.99,0.31,5.27,"0.722",1.01,50.4366666666667,"pos","pos","2017-6165",6165,"4/24/18 second",""
"285","Hemato","Unkn-38","31-D05","35.2",34.99,0.31,3.85,"0.585",1.01,50.4366666666667,"neg","pos","2017-6165",6165,"4/24/18 second",""
"286","","Unkn-11","38-C02","32.9",33.16,0.373,111,"2.045",23.6,50.4366666666667,"pos","pos","2017-6165",6165,"3/27/18 third",""
"287","","Unkn-11","38-C02","33.43",33.16,0.373,77.5,"1.89",23.6,50.4366666666667,"pos","pos","2017-6165",6165,"3/27/18 third",""
"288","Hemato","Unkn-17","38-C02","31.44",31.56,0.166,56.9,"1.755",6.24,50.4366666666667,"pos","pos","2017-6165",6165,"4/24/18 second",""
"289","Hemato","Unkn-17","38-C02","31.68",31.56,0.166,48.1,"1.682",6.24,50.4366666666667,"pos","pos","2017-6165",6165,"4/24/18 second",""
"290","Hemato","Unkn-14","34-F03","N/A",0,0,0,"N/A",0,126.053,"neg","neg","2017-6166",6166,"4/25/18 third",""
"291","Hemato","Unkn-14","34-F03","39.37",39.37,0,0.212,"-0.674",0,126.053,"neg","neg","2017-6166",6166,"4/25/18 third",""
"292","Hemato","Unkn-38","38-H05","30.19",30.23,0.062,260,"2.415",11.1,126.053,"pos","pos","2017-6166",6166,"4/24/18 first",""
"293","Hemato","Unkn-38","38-H05","30.28",30.23,0.062,244,"2.387",11.1,126.053,"pos","pos","2017-6166",6166,"4/24/18 first",""
"294","Hemato","Unkn-01","30-A06","29.4",29.34,0.09,256,"2.41E+00",17.1,466.25,"pos","pos","2017-6167",6167,"4/27/18 2nd",""
"295","Hemato","Unkn-01","30-A06","29.28",29.34,0.09,281,"2.45E+00",17.1,466.25,"pos","pos","2017-6167",6167,"4/27/18 2nd",""
"296","Hemato","Unkn-27","37-F02","28.14",28.18,0.065,686,"2.836",31.1,466.25,"pos","pos","2017-6167",6167,"3/29/18 second",""
"297","Hemato","Unkn-27","37-F02","28.23",28.18,0.065,642,"2.807",31.1,466.25,"pos","pos","2017-6167",6167,"3/29/18 second",""
"298","Hemato","Unkn-25","32-D09","35.17",34.9,0.377,8.6,"0.935",2.71,108.75,"pos","pos","2017-6168",6168,"4/25/18 first",""
"299","Hemato","Unkn-25","32-D09","34.64",34.9,0.377,12.4,"1.095",2.71,108.75,"pos","pos","2017-6168",6168,"4/25/18 first",""
"300","Hemato","Unkn-39","38-H01","30.06",29.82,0.337,172,"2.235",49.5,108.75,"pos","pos","2017-6168",6168,"3/29/18 second",""
"301","Hemato","Unkn-39","38-H01","29.59",29.82,0.337,242,"2.384",49.5,108.75,"pos","pos","2017-6168",6168,"3/29/18 second",""
"302","Hemato","Unkn-04","31-D06","32.74",32.61,0.189,22.4,"1.35",3.33,334.125,"pos","pos","2017-6169",6169,"4/24/18 second",""
"303","Hemato","Unkn-04","31-D06","32.48",32.61,0.189,27.1,"1.433",3.33,334.125,"pos","pos","2017-6169",6169,"4/24/18 second",""
"304","Hemato","Unkn-22","38-E04","28.85",28.91,0.085,671,"2.827",38.9,334.125,"pos","pos","2017-6169",6169,"4/24/18 first",""
"305","Hemato","Unkn-22","38-E04","28.98",28.91,0.085,616,"2.789",38.9,334.125,"pos","pos","2017-6169",6169,"4/24/18 first",""
"306","Hemato","Unkn-10","31-E10","28.08",27.86,0.303,635,"2.803",161,656.5,"pos","pos","2017-6170",6170,"4/24/18 second",""
"307","Hemato","Unkn-10","31-E10","27.65",27.86,0.303,863,"2.936",161,656.5,"pos","pos","2017-6170",6170,"4/24/18 second",""
"308","Hemato","Unkn-27","38-D08","28.24",28.24,0.001,564,"2.752",0.395,656.5,"pos","pos","2017-6170",6170,"4/24/18 second",""
"309","Hemato","Unkn-27","38-D08","28.24",28.24,0.001,564,"2.751",0.395,656.5,"pos","pos","2017-6170",6170,"4/24/18 second",""
"310","Hemato","Unkn-40","32-E04","18.72",18.69,0.045,744000,"5.872",23800,380502.92,"pos","pos","2017-6171",6171,"4/25/18 first",""
"311","Hemato","Unkn-40","32-E04","18.65",18.69,0.045,778000,"5.891",23800,380502.92,"pos","pos","2017-6171",6171,"4/25/18 first",""
"312","Hemato","Unkn-21","37-C04","34.93",34.65,0.395,4.69,"0.671",1.63,380502.92,"pos","pos","2017-6171",6171,"4/24/18 second",""
"313","Hemato","Unkn-21","37-C04","34.37",34.65,0.395,6.99,"0.845",1.63,380502.92,"pos","pos","2017-6171",6171,"4/24/18 second",""
"314","Hemato","Unkn-39","31-E06","29.76",29.56,0.274,190,"2.28",43.1,163.475,"pos","pos","2017-6172",6172,"4/24/18 second",""
"315","Hemato","Unkn-39","31-E06","29.37",29.56,0.274,251,"2.4",43.1,163.475,"pos","pos","2017-6172",6172,"4/24/18 second",""
"316","Hemato","Unkn-32","38-E08","30.48",30.57,0.125,113,"2.054",9.52,163.475,"pos","pos","2017-6172",6172,"4/24/18 second",""
"317","Hemato","Unkn-32","38-E08","30.66",30.57,0.125,99.9,"2",9.52,163.475,"pos","pos","2017-6172",6172,"4/24/18 second",""
"318","Hemato","Unkn-24","31-E02","29.07",28.97,0.138,312,"2.494",33.1,837.75,"pos","pos","2017-6173",6173,"4/24/18 second",""
"319","Hemato","Unkn-24","31-E02","28.87",28.97,0.138,359,"2.555",33.1,837.75,"pos","pos","2017-6173",6173,"4/24/18 second",""
"320","Hemato","Unkn-18","37-D03","27.42",27.22,0.285,1150,"3.059",271,837.75,"pos","pos","2017-6173",6173,"3/29/18 second",""
"321","Hemato","Unkn-18","37-D03","27.02",27.22,0.285,1530,"3.184",271,837.75,"pos","pos","2017-6173",6173,"3/29/18 second",""
"322","Hemato","Unkn-27","30-D08","30.01",30.1,0.138,222,"2.35E+00",20.3,182.25,"pos","pos","2017-6174",6174,"4/25/18 fourth",""
"323","Hemato","Unkn-27","30-D08","30.2",30.1,0.138,193,"2.29E+00",20.3,182.25,"pos","pos","2017-6174",6174,"4/25/18 fourth",""
"324","Hemato","Unkn-03","37-A05","30.76",30.78,0.032,159,"2.202",3.43,182.25,"pos","pos","2017-6174",6174,"3/29/18 1st",""
"325","Hemato","Unkn-03","37-A05","30.8",30.78,0.032,155,"2.189",3.43,182.25,"pos","pos","2017-6174",6174,"3/29/18 1st",""
"326","Hemato","","31-G08","",NA,NA,NA,"",NA,NA,"","pos 6 rep ","2017-6175",6175,"",""
"327","Hemato","Unkn-34","37-G06","28.12",28.22,0.148,976,"2.989",92.2,NA,"pos","pos","2017-6175",6175,"3/29/18 1st",""
"328","Hemato","Unkn-34","37-G06","28.33",28.22,0.148,846,"2.927",92.2,NA,"pos","pos","2017-6175",6175,"3/29/18 1st",""
"329","Hemato","Unkn-36","30-B06","37.25",37.3,0,1.31,"1.16E-01",0,55.1025,"neg","neg","2017-6176",6176,"4/25/18 fourth",""
"330","Hemato","Unkn-36","30-B06","N/A",0,0,0,"N/A",0,55.1025,"neg","neg","2017-6176",6176,"4/25/18 fourth",""
"331","Hemato","Unkn-03","38-A05","31.27",31.41,0.204,121,"2.081",15.8,55.1025,"pos","pos","2017-6176",6176,"4/24/18 first",""
"332","Hemato","Unkn-03","38-A05","31.56",31.41,0.204,98.1,"1.992",15.8,55.1025,"pos","pos","2017-6176",6176,"4/24/18 first",""
"333","Hemato","Unkn-07","31-H08","29.7",29.89,0.271,378,"2.577",62.2,416.25,"pos","pos","2017-6177",6177,"4/25/18 first",""
"334","Hemato","Unkn-07","31-H08","30.08",29.89,0.271,290,"2.462",62.2,416.25,"pos","pos","2017-6177",6177,"4/25/18 first",""
"335","Hemato","Unkn-06","37-B08","28.85",28.6,0.348,411,"2.614",123,416.25,"pos","pos","2017-6177",6177,"3/29/18 second",""
"336","Hemato","Unkn-06","37-B08","28.36",28.6,0.348,586,"2.767",123,416.25,"pos","pos","2017-6177",6177,"3/29/18 second",""
"337","Hemato","Unkn-32","32-A05","33.36",32.56,1.127,13.4,"1.127",19.7,439.45,"pos","pos","2017-6178",6178,"4/24/18 third","poor run but out of DNA"
"338","Hemato","Unkn-32","32-A05","31.77",32.56,1.127,41.3,"1.616",19.7,439.45,"pos","pos","2017-6178",6178,"4/24/18 third","poor run but out of DNA"
"339","Hemato","Unkn-07","37-B02","27.64",27.99,0.485,976,"2.989",268,439.45,"pos","pos","2017-6178",6178,"3/29/18 second",""
"340","Hemato","Unkn-07","37-B02","28.33",27.99,0.485,597,"2.776",268,439.45,"pos","pos","2017-6178",6178,"3/29/18 second",""
"341","Hemato","Unkn-06","37-B02","28.41",28.4,0.017,500,"2.699",5.96,439.45,"pos","pos","2017-6178",6178,"4/24/18 second",""
"342","Hemato","Unkn-06","37-B02","28.39",28.4,0.017,509,"2.706",5.96,439.45,"pos","pos","2017-6178",6178,"4/24/18 second",""
"343","Hemato","Unkn-23","30-F07","39.81",39.8,0,0.213,"-6.72E-01",0,23.67825,"neg","neg","2017-6179",6179,"4/25/18 fourth",""
"344","Hemato","Unkn-23","30-F07","N/A",0,0,0,"N/A",0,23.67825,"neg","neg","2017-6179",6179,"4/25/18 fourth",""
"345","Hemato","Unkn-36","38-C08","31.76",31.86,0.144,50.7,"1.705",4.88,23.67825,"pos","pos","2017-6179",6179,"3/29/18 second",""
"346","Hemato","Unkn-36","38-C08","31.97",31.86,0.144,43.8,"1.641",4.88,23.67825,"pos","pos","2017-6179",6179,"3/29/18 second",""
"347","Hemato","Unkn-04","34-C07","37.97",37.97,0,0.589,"-2.30E-01",0,64.89725,"neg","neg","2017-6180",6180,"4/27/18 2nd",""
"348","Hemato","Unkn-04","34-C07","N/A",0,0,0,"N/A",0,64.89725,"neg","neg","2017-6180",6180,"4/27/18 2nd",""
"349","Hemato","Unkn-06","37-B01","30.94",31.07,0.184,141,"2.149",16.3,64.89725,"pos","pos","2017-6180",6180,"3/29/18 1st",""
"350","Hemato","Unkn-06","37-B01","31.2",31.07,0.184,118,"2.071",16.3,64.89725,"pos","pos","2017-6180",6180,"3/29/18 1st",""
"351","Hemato","Unkn-04","33-B07","36.8",36.47,0.467,0.629,"-0.201",0.277,88.7748333333333,"neg","neg","2017-6181",6181,"4/25/18 second",""
"352","Hemato","Unkn-04","33-B07","36.14",36.47,0.467,1.02,"0.009",0.277,88.7748333333333,"neg","neg","2017-6181",6181,"4/25/18 second",""
"353","","Unkn-16","38-D02","32.58",32.8,0.316,138,"2.14E+00",25.6,88.7748333333333,"pos","pos","2017-6181",6181,"3/27/18 third",""
"354","","Unkn-16","38-D02","33.02",32.8,0.316,102,"2.01E+00",25.6,88.7748333333333,"pos","pos","2017-6181",6181,"3/27/18 third",""
"355","Hemato","Unkn-20","38-D02","30.34",30.29,0.06,141,"2.15",6.32,88.7748333333333,"pos","pos","2017-6181",6181,"3/29/18 second",""
"356","Hemato","Unkn-20","38-D02","30.25",30.29,0.06,150,"2.176",6.32,88.7748333333333,"pos","pos","2017-6181",6181,"3/29/18 second",""
"357","Hemato","Unkn-18","34-B05","23.6",23.66,0.094,15300,"4.185",972,7371.25,"pos","pos","2017-6182",6182,"4/25/18 third",""
"358","Hemato","Unkn-18","34-B05","23.73",23.66,0.094,13900,"4.144",972,7371.25,"pos","pos","2017-6182",6182,"4/25/18 third",""
"359","Hemato","Unkn-12","38-D01","30.32",30.17,0.217,127,"2.104",22.1,7371.25,"pos","pos","2017-6182",6182,"4/24/18 second",""
"360","Hemato","Unkn-12","38-D01","30.02",30.17,0.217,158,"2.199",22.1,7371.25,"pos","pos","2017-6182",6182,"4/24/18 second",""
"361","Hemato","Unkn-28","34-C06","25.94",26.02,0.113,2910,"3.463",221,1781.16666666667,"pos","pos","2017-6183",6183,"4/25/18 third",""
"362","Hemato","Unkn-28","34-C06","26.1",26.02,0.113,2590,"3.414",221,1781.16666666667,"pos","pos","2017-6183",6183,"4/25/18 third",""
"363","Hemato","Unkn-18","34-C06","26.27",26.32,0.068,2360,"3.37E+00",110,1781.16666666667,"pos","pos","2017-6183",6183,"4/27/18 2nd",""
"364","Hemato","Unkn-18","34-C06","26.37",26.32,0.068,2200,"3.34E+00",110,1781.16666666667,"pos","pos","2017-6183",6183,"4/27/18 2nd",""
"365","Hemato","Unkn-23","38-E05","29.91",29.93,0.023,317,"2.501",5.16,1781.16666666667,"pos","pos","2017-6183",6183,"4/24/18 first",""
"366","Hemato","Unkn-23","38-E05","29.94",29.93,0.023,310,"2.491",5.16,1781.16666666667,"pos","pos","2017-6183",6183,"4/24/18 first",""
"367","Hemato","Unkn-10","34-H06","29.53",29.47,0.088,228,"2.357",14.9,255.666666666667,"pos","pos","2017-6184",6184,"4/25/18 third",""
