,year.FRP,FRP,Uniq_ID,sample_day,infection_status,maturity,Holding_Tank,Low_Tag,High_Tag,sample,temp_trtmnt,treatment_tank,where,tube_number,Comments,death,comments,CW,SC,CH,Test_Date.x,Original_sample_conc_ng.ul.x,volume_ul,tyield_ng,RNA_iso_no_Qubit,Test_Date.y,Qubit_tube_conc_ng.ul,Original_sample_conc_ng.ul.y,volume_ul_sam,tyield_ng_sam,lyophilizer
285,2017-6195,6195,6195_304_12,12,1,I,9A,3664,3854,NA,ambient,9,,304,#3,,,126.3,3,20.6,5/1/18 17:59,2.69,35,94.15,,NA,NA,NA,10,#VALUE!,
286,2017-6195,6195,6195_501_26,26,1,I,9A,3664,3854,NA,ambient,9,,501,,,,126.3,3,20.6,5/1/18 18:00,3.41,35,119.35,,NA,NA,NA,10,#VALUE!,
287,2017-6196,6196,6196_170_9,9,1,I,1C,3666,3867,NA,cold,1,drain end,170,,,,140.4,3,20,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
288,2017-6196,6196,6196_203_12,12,1,I,1C,3666,3867,NA,cold,1,,203,,,,140.4,3,20,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
289,2017-6196,6196,6196_408_26,26,1,I,1C,3666,3867,NA,cold,1,,408,,,,140.4,3,20,NA,NA,35,#VALUE!,,8/9/18 13:02,90.2,18,10,180,
290,2017-6197,6197,6197_161_9,9,0,M,1C,3667,3864,NA,cold,3,drain end,161,,,,133.9,3,30.3,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
291,2017-6197,6197,6197_244_12,12,0,M,3C,3667,3864,NA,cold,3,,244,,,,133.9,3,30.3,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
292,2017-6197,6197,6197_449_26,26,0,M,3C,3667,3864,NA,cold,3,,449,,,,133.9,3,30.3,NA,NA,35,#VALUE!,,8/9/18 13:03,79.5,15.9,10,159,
293,2017-6198,6198,6198_154_9,9,1,I,1C,3668,3870,NA,cold,2,drain end,154,,,,129.6,3,18.5,4/4/18 13:58,1.32,35,46.2,,NA,NA,NA,10,#VALUE!,
294,2017-6198,6198,6198_230_12,12,1,I,2C,3668,3870,NA,cold,2,,230,,,,129.6,3,18.5,4/23/18 18:02,6.2,35,217,,NA,NA,NA,10,#VALUE!,
295,2017-6198,6198,6198_428_26,26,1,I,2C,3668,3870,NA,cold,2,,428,,,,129.6,3,18.5,4/4/18 13:58,2.75,35,96.25,,NA,NA,NA,10,#VALUE!,
296,2017-6199,6199,6199_151_9,9,1,I,1C,3670,3871,NA,cold,3,drain end,151,,,,134.1,3,20.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
297,2017-6199,6199,6199_254_12,12,1,I,3C,3670,3871,NA,cold,3,,254,,,,134.1,3,20.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
298,2017-6199,6199,6199_445_26,26,1,I,3C,3670,3871,NA,cold,3,,445,,,,134.1,3,20.6,NA,NA,35,#VALUE!,,8/9/18 13:03,Out of range,Out of range,10,#VALUE!,
299,2017-6200,6200,6200_94_9,9,3,M,1C,3675,3872,reserve,cold,1,valve end,94,to tank 1,,,130.8,3,28.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
300,2017-6200,6200,6200_208_12,12,3,M,1C,3675,3872,NA,cold,1,,208,,,,130.8,3,28.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
301,2017-6200,6200,6200_416_26,26,3,M,1C,3675,3872,NA,cold,1,,416,,,,130.8,3,28.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
302,2017-6201,6201,6201_163_9,9,1,I,1C,3678,3881,NA,ambient,7,drain end,163,,,,134.2,3,20,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
303,2017-6201,6201,6201_341_12,12,1,I,7A,3678,3881,NA,ambient,7,,341,,,,134.2,3,20,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
304,2017-6201,6201,6201_478_26,26,1,I,7A,3678,3881,NA,ambient,7,,478,,,,134.2,3,20,NA,NA,35,#VALUE!,y,NA,NA,NA,10,#VALUE!,
305,2017-6202,6202,6202_109_9,9,1,I,3C,3679,3893,NA,ambient,8,drain end,109,,,,141.8,3,22.5,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
306,2017-6202,6202,6202_337_12,12,1,I,8A,3679,3893,NA,ambient,8,,337,,,,141.8,3,22.5,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
307,2017-6202,6202,6202_495_26,26,1,I,8A,3679,3893,NA,ambient,8,,495,,,,141.8,3,22.5,NA,NA,35,#VALUE!,,8/9/18 13:06,Out of range,Out of range,10,#VALUE!,
308,2017-6203,6203,6203_113_9,9,0,M,3C,3687,3892,NA,cold,2,drain end,113,,,,133.3,4,28.8,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
309,2017-6203,6203,6203_222_12,12,0,M,2C,3687,3892,NA,cold,2,,222,,,,133.3,4,28.8,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
310,2017-6203,6203,6203_425_26,26,0,M,2C,3687,3892,NA,cold,2,,425,,,,133.3,4,28.8,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,y
311,2017-6204,6204,6204_114_9,9,3,M,3C,3701,3709,NA,cold,3,drain end,114,,,,133,3,30,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
312,2017-6204,6204,6204_252_12,12,3,M,3C,3701,3709,NA,cold,3,,252,,,,133,3,30,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
313,2017-6204,6204,6204_448_26,26,3,M,3C,3701,3709,NA,cold,3,,448,,,,133,3,30,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
314,2017-6205,6205,6205_121_9,9,0,I,3C,3703,3728,NA,ambient,7,drain end,121,discarded first draw; discolored. 2nd draw also discolored,,,130,3,22,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
315,2017-6205,6205,6205_342_12,12,0,I,7A,3703,3728,NA,ambient,7,,342,,,,130,3,22,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
316,2017-6205,6205,6205_475_26,26,0,I,7A,3703,3728,NA,ambient,7,,475,,,,130,3,22,NA,NA,35,#VALUE!,,8/9/18 13:04,Out of range,Out of range,10,#VALUE!,
317,2017-6206,6206,6206_103_9,9,1,I,3C,3706,3900,NA,ambient,9,drain end,103,,,,131.6,3,19.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
318,2017-6206,6206,6206_319_12,12,1,I,9A,3706,3900,NA,ambient,9,,319,,,,131.6,3,19.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
319,2017-6206,6206,6206_509_26,26,1,I,9A,3706,3900,NA,ambient,9,,509,,,,131.6,3,19.9,NA,NA,35,#VALUE!,,8/9/18 13:06,Out of range,Out of range,10,#VALUE!,
320,2017-6207,6207,6207_128_9,9,1,I,3C,3707,3913,NA,cold,1,drain end,128,,,,119.3,3,19,4/23/18 18:01,5.32,35,186.2,,NA,NA,NA,10,#VALUE!,
321,2017-6207,6207,6207_202_12,12,1,I,1C,3707,3913,NA,cold,1,,202,,,,119.3,3,19,4/23/18 18:02,4.68,35,163.8,,NA,NA,NA,10,#VALUE!,
322,2017-6207,6207,6207_412_26,26,1,I,1C,3707,3913,NA,cold,1,,412,,,,119.3,3,19,4/23/18 18:02,5,35,175,,NA,NA,NA,10,#VALUE!,
323,2017-6208,6208,6208_106_9,9,1,I,3C,3710,3723,NA,cold,2,drain end,106,,,,126.2,3,19.1,4/23/18 18:02,3.1,35,108.5,,NA,NA,NA,10,#VALUE!,
324,2017-6208,6208,6208_229_12,12,1,I,2C,3710,3723,NA,cold,2,,229,,,,126.2,3,19.1,4/23/18 18:02,2.12,35,74.2,,NA,NA,NA,10,#VALUE!,
325,2017-6208,6208,6208_435_26,26,1,I,2C,3710,3723,NA,cold,2,,435,,,,126.2,3,19.1,4/23/18 18:02,0.92,35,32.2,,NA,NA,NA,10,#VALUE!,
326,2017-6209,6209,6209_125_9,9,1,I,3C,3714,3716,NA,cold,3,drain end,125,"discolored, pink/brown hemolymph",,,126.8,3,20,4/23/18 17:40,5.88,35,205.8,,NA,NA,NA,10,#VALUE!,
327,2017-6209,6209,6209_251_12,12,1,I,3C,3714,3716,NA,cold,3,,251,,,,126.8,3,20,4/23/18 17:40,4.8,35,168,,NA,NA,NA,10,#VALUE!,
328,2017-6209,6209,6209_444_26,26,1,I,3C,3714,3716,NA,cold,3,,444,,,,126.8,3,20,4/23/18 17:40,8.24,35,288.4,,NA,NA,NA,10,#VALUE!,
329,2017-6210,6210,6210_120_9,9,1,I,3C,3718,3914,NA,warm,4,anywhere,120,,,,127.7,3,19,4/20/18 14:18,0,35,0,,NA,NA,NA,10,#VALUE!,
330,2017-6210,6210,6210_274_12,12,1,I,4W,3718,3914,NA,warm,4,,274,,,,127.7,3,19,4/20/18 14:30,2.44,35,85.4,,NA,NA,NA,10,#VALUE!,
331,2017-6210,6210,6210_401_26,26,1,I,4W,3718,3914,NA,warm,4,,401,,,,127.7,3,19,4/20/18 14:30,2.18,35,76.3,,NA,NA,NA,10,#VALUE!,
332,2017-6211,6211,6211_118_9,9,1,I,3C,3724,3890,NA,ambient,7,drain end,118,,,,128.8,3,19,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
333,2017-6211,6211,6211_349_12,12,1,I,7A,3724,3890,NA,ambient,7,,349,BCS+,,,128.8,3,19,4/9/18 13:38,5.56,35,194.6,,NA,NA,NA,10,#VALUE!,
334,2017-6211,6211,6211_481_26,26,1,I,7A,3724,3890,NA,ambient,7,,481,,,,128.8,3,19,NA,NA,35,#VALUE!,,8/9/18 13:05,Out of range,Out of range,10,#VALUE!,
335,2017-6212,6212,6212_132_9,9,1,I,3C,3725,3912,NA,ambient,8,drain end,132,,,,145,3,21.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
336,2017-6212,6212,6212_334_12,12,1,I,8A,3725,3912,NA,ambient,8,,334,,,,145,3,21.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
337,2017-6212,6212,6212_485_26,26,1,I,8A,3725,3912,NA,ambient,8,,485,,,,145,3,21.1,NA,NA,35,#VALUE!,,8/9/18 13:05,27.6,5.52,10,55.2,
338,2017-6213,6213,6213_108_9,9,0,I,3C,3904,3906,NA,ambient,9,drain end,108,,,,124.3,3,21.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
339,2017-6213,6213,6213_310_12,12,0,I,9A,3904,3906,NA,ambient,9,,310,,,,124.3,3,21.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
340,2017-6213,6213,6213_506_26,26,0,I,9A,3904,3906,NA,ambient,9,,506,,,,124.3,3,21.6,NA,NA,35,#VALUE!,y,NA,NA,NA,10,#VALUE!,
341,2017-6214,6214,6214_107_9,9,1,I,3C,3905,3920,NA,ambient,9,drain end,107,,,,129.1,3,18.9,5/2/18 13:07,2.59,35,90.65,,NA,NA,NA,10,#VALUE!,
342,2017-6214,6214,6214_311_12,12,1,I,9A,3905,3920,NA,ambient,9,,311,,,,129.1,3,18.9,5/2/18 13:08,2.05,35,71.75,,NA,NA,NA,10,#VALUE!,
343,2017-6214,6214,6214_504_26,26,1,I,9A,3905,3920,NA,ambient,9,,504,,,,129.1,3,18.9,5/2/18 13:08,15.5,35,542.5,,NA,NA,NA,10,#VALUE!,
344,2017-6215,6215,6215_23_9,9,1,I,8A,3120,3516,NA,cold,3,drain end,23,new tag 3423/3516 (3423 tag was used before),,,112.3,3,15.1,4/23/18 17:41,1.16,35,40.6,,NA,NA,NA,10,#VALUE!,
345,2017-6215,6215,6215_253_12,12,1,#N/A,3C,3423,3516,NA,cold,3,,253,,,,#N/A,#N/A,#N/A,4/23/18 17:41,0.84,35,29.4,,NA,NA,NA,10,#VALUE!,
346,2017-6215,6215,6215_457_26,26,1,#N/A,3C,3423,3516,NA,cold,3,,457,,,,#N/A,#N/A,#N/A,4/3/18 15:08,3.58,35,125.3,,NA,NA,NA,10,#VALUE!,
347,2017-6216,6216,6216_40_9,9,0,I,9A,3015,3344,NA,warm,4,anywhere,40,,,,113,4,20.1,5/23/18 14:54,1.75,35,61.25,,NA,NA,NA,10,#VALUE!,
348,2017-6216,6216,6216_267_12,12,0,I,4W,3015,3344,NA,warm,4,,267,,11/13/17,,113,4,20.1,5/23/18 14:54,4.88,35,170.8,,NA,NA,NA,10,#VALUE!,
349,2017-6217,6217,6217_129_9,9,0,I,3C,3022,3164,NA,warm,5,anywhere,129,,,,123.1,3,20,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
350,2017-6217,6217,6217_285_12,12,0,I,5W,3022,3164,NA,warm,5,,285,,11/16/17,,123.1,3,20,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
351,2017-6218,6218,6218_93_9,9,3,I,1C,3038,3289,NA,warm,6,drain end,93,,,,118.3,3,17.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
352,2017-6218,6218,6218_373_12,12,3,I,6W,3038,3289,NA,warm,6,,373,,11/12/17,,118.3,3,17.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
353,2017-6219,6219,6219_116_9,9,1,I,3C,3043,3135,NA,warm,4,anywhere,116,,,,125.1,3,18.7,5/24/18 13:51,4.2,35,147,,NA,NA,NA,10,#VALUE!,
354,2017-6219,6219,6219_276_12,12,1,I,4W,3043,3135,NA,warm,4,,276,,11/14/17,,125.1,3,18.7,5/24/18 13:51,4.2,35,147,,NA,NA,NA,10,#VALUE!,
355,2017-6220,6220,6220_162_9,9,1,I,1C,3047,3278,NA,warm,5,anywhere,162,,,,82,3,6.7,5/24/18 13:51,2.88,35,100.8,,NA,NA,NA,10,#VALUE!,
356,2017-6220,6220,6220_293_12,12,1,I,5W,3047,3278,NA,warm,5,,293,,11/12/17,,82,3,6.7,5/24/18 13:51,8.52,35,298.2,,NA,NA,NA,10,#VALUE!,
357,2017-6221,6221,6221_16_9,9,1,I,8A,3051,3535,NA,warm,6,anywhere,16,,,,113.2,3,15.7,5/24/18 17:46,10.2,35,357,,NA,NA,NA,10,#VALUE!,
358,2017-6221,6221,6221_380_12,12,1,I,6W,3051,3535,NA,warm,6,,380,,11/12/17,,113.2,3,15.7,5/24/18 17:46,3.03,35,106.05,,NA,NA,NA,10,#VALUE!,
359,2017-6222,6222,6222_1_9,9,0,M,8A,3057,3445,NA,warm,4,anywhere,1,,,,117.6,4,26.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
360,2017-6222,6222,6222_266_12,12,0,M,4W,3057,3445,NA,warm,4,,266,,11/13/17,,117.6,4,26.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
361,2017-6223,6223,6223_44_9,9,0,M,9A,3080,3511,NA,warm,4,anywhere,44,,,,113.7,3,22.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
362,2017-6223,6223,6223_270_12,12,0,M,4W,3080,3511,NA,warm,4,,270,,11/14/17,,113.7,3,22.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
363,2017-6224,6224,6224_74_9,9,1,I,7A,3083,3429,NA,warm,4,drain end,74,,,,122,3,17.1,5/24/18 17:46,4.6,35,161,,NA,NA,NA,10,#VALUE!,
364,2017-6224,6224,6224_277_12,12,1,I,4W,3083,3429,NA,warm,4,,277,,11/13/17,,122,3,17.1,5/24/18 17:46,9.32,35,326.2,,NA,NA,NA,10,#VALUE!,
365,2017-6225,6225,6225_92_9,9,1,I,7A,3084,3377,NA,warm,5,drain end,92,,,,118.2,3,15.2,5/24/18 17:46,6.56,35,229.6,,NA,NA,NA,10,#VALUE!,
366,2017-6225,6225,6225_298_12,12,1,I,5W,3084,3377,NA,warm,5,,298,,11/11/17,,118.2,3,15.2,5/24/18 17:47,2.1,35,73.5,,NA,NA,NA,10,#VALUE!,
367,2017-6226,6226,6226_85_9,9,0,I,7A,3085,3233,NA,warm,4,drain end,85,,,,124.8,3,18.8,5/23/18 14:55,10.8,35,378,,NA,NA,NA,10,#VALUE!,
368,2017-6226,6226,6226_260_12,12,0,I,4W,3085,3233,NA,warm,4,,260,,11/13/17,,124.8,3,18.8,5/23/18 14:55,8.28,35,289.8,,NA,NA,NA,10,#VALUE!,
369,2017-6227,6227,6227_83_9,9,1,I,7A,3086,3155,NA,warm,6,drain end,83,,,,116.7,3,17,5/24/18 17:47,3.44,35,120.4,,NA,NA,NA,10,#VALUE!,
370,2017-6227,6227,6227_366_12,12,1,I,6W,3086,3155,NA,warm,6,,366,,11/12/17,,116.7,3,17,5/24/18 17:47,2.41,35,84.35,,NA,NA,NA,10,#VALUE!,
371,2017-6228,6228,6228_29_9,9,0,I,8A,3087,3462,NA,warm,5,anywhere,29,,,,127.7,4,19.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
372,2017-6228,6228,6228_290_12,12,0,I,5W,3087,3462,NA,warm,5,,290,,11/17/17,,127.7,4,19.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
373,2017-6229,6229,6229_89_9,9,0,I,7A,3090,3496,NA,warm,6,drain end,89,,,,109.4,3,13.9,5/23/18 14:55,4.96,35,173.6,,NA,NA,NA,10,#VALUE!,
374,2017-6229,6229,6229_379_12,12,0,I,6W,3090,3496,NA,warm,6,,379,,11/15/17,,109.4,3,13.9,5/23/18 14:55,3.94,35,137.9,,NA,NA,NA,10,#VALUE!,
375,2017-6230,6230,6230_22_9,9,0,M,8A,3118,3474,NA,warm,5,anywhere,22,,,,114.5,4,24.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
376,2017-6230,6230,6230_292_12,12,0,M,5W,3118,3474,NA,warm,5,,292,,11/16/17,,114.5,4,24.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
377,2017-6231,6231,6231_102_9,9,1,I,3C,3122,3163,NA,warm,4,anywhere,102,,,,133.6,3,22.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
378,2017-6231,6231,6231_278_12,12,1,I,4W,3122,3163,NA,warm,4,,278,,11/14/17,,133.6,3,22.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
379,2017-6232,6232,6232_52_9,9,0,M,9A,3144,3319,NA,warm,5,anywhere,52,,,,119.4,3,23,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
380,2017-6232,6232,6232_286_12,12,0,M,5W,3144,3319,NA,warm,5,,286,,11/12/17,,119.4,3,23,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
381,2017-6233,6233,6233_117_9,9,1,I,3C,3148,3256,NA,warm,6,anywhere,117,,,,108,3,16.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
382,2017-6233,6233,6233_371_12,12,1,I,6W,3148,3256,NA,warm,6,,371,,11/12/17,,108,3,16.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
383,2017-6234,6234,6234_2_9,9,0,I,8A,3177,3283,NA,warm,4,anywhere,2,,,,127.4,4,18.2,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
384,2017-6234,6234,6234_263_12,12,0,I,4W,3177,3283,NA,warm,4,,263,,11/13/17,,127.4,4,18.2,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
385,2017-6235,6235,6235_35_9,9,0,I,9A,3188,3223,NA,warm,5,anywhere,35,,,,110.3,4,18.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
386,2017-6235,6235,6235_297_12,12,0,I,5W,3188,3223,NA,warm,5,,297,,11/11/17,,110.3,4,18.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
387,2017-6236,6236,6236_157_9,9,0,I,1C,3195,3350,NA,warm,6,anywhere,157,,,,118.7,3,19,5/23/18 14:55,7.6,35,266,,NA,NA,NA,10,#VALUE!,
388,2017-6236,6236,6236_361_12,12,0,I,6W,3195,3350,NA,warm,6,,361,,11/12/17,,118.7,3,19,5/23/18 14:55,6.52,35,228.2,,NA,NA,NA,10,#VALUE!,
389,2017-6237,6237,6237_17_9,9,1,I,8A,3202,3549,NA,warm,4,anywhere,17,,,,115.3,3,15.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
390,2017-6237,6237,6237_271_12,12,1,I,4W,3202,3549,NA,warm,4,,271,,11/12/17,,115.3,3,15.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
391,2017-6238,6238,6238_9_9,9,0,M,8A,3205,3243,NA,warm,6,anywhere,9,,,,118.6,4,24.3,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
392,2017-6238,6238,6238_375_12,12,0,M,6W,3205,3243,NA,warm,6,,375,,11/12/17,,118.6,4,24.3,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
393,2017-6239,6239,6239_166_9,9,1,I,1C,3212,3562,NA,warm,5,anywhere,166,,,,87.3,3,12.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
394,2017-6239,6239,6239_291_12,12,1,I,5W,3212,3562,NA,warm,5,,291,,11/16/17,,87.3,3,12.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
395,2017-6240,6240,6240_134_9,9,1,I,3C,3213,3418,NA,warm,6,anywhere,134,,,dead crab recorded as 3213/3418,125.2,3,20.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
396,2017-6240,6240,6240_362_12,12,1,I,6W,3213,3218,NA,warm,6,,362,,11/12/17,,125.2,3,20.1,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
397,2017-6241,6241,6241_62_9,9,1,I,7A,3226,3489,NA,ambient,8,drain end,62,,,,114.1,3,16.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
398,2017-6241,6241,6241_323_12,12,1,I,8A,3226,3489,NA,ambient,8,,323,,11/16/17,,114.1,3,16.6,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
399,2017-6242,6242,6242_39_9,9,0,M,9A,3269,3360,NA,warm,6,anywhere,39,,,,111.9,4,20.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
400,2017-6242,6242,6242_377_12,12,0,M,6W,3269,3360,NA,warm,6,,377,,11/12/17,,111.9,4,20.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
401,2017-6243,6243,6243_173_9,9,1,I,1C,3271,3290,NA,warm,4,anywhere,173,,11/12/17,,95.7,4,12.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
402,2017-6243,6243,6243_272_12,12,1,I,4W,3271,3290,NA,warm,4,,272,,,,95.7,4,12.7,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
403,2017-6244,6244,6244_58_9,9,1,I,7A,3272,3393,NA,warm,5,anywhere,58,,,,119.3,3,19,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
404,2017-6244,6244,6244_284_12,12,1,I,5W,3272,3393,NA,warm,5,,284,,11/15/17,,119.3,3,19,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
405,2017-6245,6245,6245_126_9,9,1,I,3C,3280,3368,NA,warm,6,anywhere,126,,,,122.6,3,18.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
406,2017-6245,6245,6245_365_12,12,1,I,6W,3280,3368,NA,warm,6,,365,,11/12/17,,122.6,3,18.4,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
407,2017-6246,6246,6246_3_9,9,0,I,8A,3299,3383,NA,warm,4,anywhere,3,,,,116,3,18.1,5/24/18 13:50,7.2,35,252,,NA,NA,NA,10,#VALUE!,
408,2017-6246,6246,6246_265_12,12,0,I,4W,3299,3383,NA,warm,4,,265,,11/13/17,,116,3,18.1,5/24/18 13:50,7.24,35,253.4,,NA,NA,NA,10,#VALUE!,
409,2017-6247,6247,6247_152_9,9,0,I,1C,3315,3500,NA,warm,5,anywhere,152,,,,118.4,3,19.4,5/24/18 13:51,2.46,35,86.1,,NA,NA,NA,10,#VALUE!,
410,2017-6247,6247,6247_287_12,12,0,I,5W,3315,3500,NA,warm,5,,287,,11/12/17,,118.4,3,19.4,5/24/18 13:51,5.52,35,193.2,,NA,NA,NA,10,#VALUE!,
411,2017-6248,6248,6248_49_9,9,0,I,9A,3316,3435,NA,warm,6,anywhere,49,,,,111.6,4,19.8,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
412,2017-6248,6248,6248_378_12,12,0,I,6W,3316,3435,NA,warm,6,,378,,11/12/17,,111.6,4,19.8,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
413,2017-6249,6249,6249_96_9,9,1,I,1C,3353,3446,NA,warm,4,anywhere,96,,11/13/17,,102.1,3,14.3,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
414,2017-6249,6249,6249_279_12,12,1,I,4W,3353,3446,NA,warm,4,,279,,,,102.1,3,14.3,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
415,2017-6250,6250,6250_72_9,9,1,I,7A,3373,3406,NA,warm,5,anywhere,72,,,,111.8,3,15,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
416,2017-6250,6250,6250_294_12,12,1,I,5W,3373,3406,NA,warm,5,,294,,11/17/17,,111.8,3,15,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
417,2017-6251,6251,6251_167_9,9,1,I,1C,3375,3478,NA,warm,6,anywhere,167,discolored hemolymph,,,97.6,3,13.2,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
418,2017-6251,6251,6251_376_12,12,1,I,6W,3375,3478,NA,warm,6,,376,,11/12/17,,97.6,3,13.2,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
419,2017-6252,6252,6252_99_9,9,3,M,8A,3492,3731,NA,ambient,8,drain end,99,"3386/3492, retag 3492/3731",,,99.1,3,19.3,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
420,2017-6252,6252,6252_330_12,12,3,M,8A,3492,3731,NA,ambient,8,,330,,,,99.1,3,19.3,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
421,2017-6253,6253,6253_25_9,9,0,I,8A,3566,3571,NA,warm,4,anywhere,25,,,,86.9,3,9.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
422,2017-6253,6253,6253_275_12,12,0,I,4W,3566,3571,NA,warm,4,,275,,11/13/17,,86.9,3,9.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
423,2017-6254,6254,6254_69_9,9,0,I,7A,3567,3595,NA,warm,5,anywhere,69,,,,119.7,3,19.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
424,2017-6254,6254,6254_296_12,12,0,I,5W,3567,3595,NA,warm,5,,296,,11/16/17,,119.7,3,19.9,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
425,2017-6255,6255,6255_143_9,9,1,I,2C,3601,3810,NA,warm,4,anywhere,143,,,,132.8,3,19,NA,NA,35,#VALUE!,,NA,NA,NA,10,#VALUE!,
