year.FRP,FRP,Uniq_ID,sample_day,infection_status.x,maturity,Holding_Tank,Low_Tag,High_Tag,sample,treatment_tank.x,temp_trtmnt,where,tube_number.x,Comments,death,comments.x,CW,SC,CH,Test_Date,Original_sample_conc_ng/ul,volume_ul,total_yield_ng,comments.y
2017-6239,6239,6239_291_12,12,1,I,5W,3212,3562,NA,5,warm,,291,,11/16/17,,87.3,3,12.1,NA,NA,,,NA
2017-6240,6240,6240_134_9,9,1,I,3C,3213,3418,NA,6,warm,anywhere,134,,,dead crab recorded as 3213/3418,125.2,3,20.1,NA,NA,,,NA
2017-6240,6240,6240_362_12,12,1,I,6W,3213,3218,NA,6,warm,,362,,11/12/17,,125.2,3,20.1,NA,NA,,,NA
2017-6241,6241,6241_62_9,9,1,I,7A,3226,3489,NA,8,ambient,drain end,62,,,,114.1,3,16.6,NA,NA,,,NA
2017-6241,6241,6241_323_12,12,1,I,8A,3226,3489,NA,8,ambient,,323,,11/16/17,,114.1,3,16.6,NA,NA,,,NA
2017-6242,6242,6242_39_9,9,0,M,9A,3269,3360,NA,6,warm,anywhere,39,,,,111.9,4,20.9,NA,NA,,,NA
2017-6242,6242,6242_377_12,12,0,M,6W,3269,3360,NA,6,warm,,377,,11/12/17,,111.9,4,20.9,NA,NA,,,NA
2017-6243,6243,6243_173_9,9,1,I,1C,3271,3290,NA,4,warm,anywhere,173,,11/12/17,,95.7,4,12.7,NA,NA,,,NA
2017-6243,6243,6243_272_12,12,1,I,4W,3271,3290,NA,4,warm,,272,,,,95.7,4,12.7,NA,NA,,,NA
2017-6244,6244,6244_58_9,9,1,I,7A,3272,3393,NA,5,warm,anywhere,58,,,,119.3,3,19,NA,NA,,,NA
2017-6244,6244,6244_284_12,12,1,I,5W,3272,3393,NA,5,warm,,284,,11/15/17,,119.3,3,19,NA,NA,,,NA
2017-6245,6245,6245_126_9,9,1,I,3C,3280,3368,NA,6,warm,anywhere,126,,,,122.6,3,18.4,NA,NA,,,NA
2017-6245,6245,6245_365_12,12,1,I,6W,3280,3368,NA,6,warm,,365,,11/12/17,,122.6,3,18.4,NA,NA,,,NA
2017-6246,6246,6246_3_9,9,0,I,8A,3299,3383,NA,4,warm,anywhere,3,,,,116,3,18.1,5/24/18 13:50,7.2,,,
2017-6246,6246,6246_265_12,12,0,I,4W,3299,3383,NA,4,warm,,265,,11/13/17,,116,3,18.1,5/24/18 13:50,7.24,,,11/13/17
2017-6247,6247,6247_152_9,9,0,I,1C,3315,3500,NA,5,warm,anywhere,152,,,,118.4,3,19.4,5/24/18 13:51,2.46,,,
2017-6247,6247,6247_287_12,12,0,I,5W,3315,3500,NA,5,warm,,287,,11/12/17,,118.4,3,19.4,5/24/18 13:51,5.52,,,11/12/17
2017-6248,6248,6248_49_9,9,0,I,9A,3316,3435,NA,6,warm,anywhere,49,,,,111.6,4,19.8,NA,NA,,,NA
2017-6248,6248,6248_378_12,12,0,I,6W,3316,3435,NA,6,warm,,378,,11/12/17,,111.6,4,19.8,NA,NA,,,NA
2017-6249,6249,6249_96_9,9,1,I,1C,3353,3446,NA,4,warm,anywhere,96,,11/13/17,,102.1,3,14.3,NA,NA,,,NA
2017-6249,6249,6249_279_12,12,1,I,4W,3353,3446,NA,4,warm,,279,,,,102.1,3,14.3,NA,NA,,,NA
2017-6250,6250,6250_72_9,9,1,I,7A,3373,3406,NA,5,warm,anywhere,72,,,,111.8,3,15,NA,NA,,,NA
2017-6250,6250,6250_294_12,12,1,I,5W,3373,3406,NA,5,warm,,294,,11/17/17,,111.8,3,15,NA,NA,,,NA
2017-6251,6251,6251_167_9,9,1,I,1C,3375,3478,NA,6,warm,anywhere,167,discolored hemolymph,,,97.6,3,13.2,NA,NA,,,NA
2017-6251,6251,6251_376_12,12,1,I,6W,3375,3478,NA,6,warm,,376,,11/12/17,,97.6,3,13.2,NA,NA,,,NA
2017-6252,6252,6252_99_9,9,3,M,8A,3492,3731,NA,8,ambient,drain end,99,"3386/3492, retag 3492/3731",,,99.1,3,19.3,NA,NA,,,NA
2017-6252,6252,6252_330_12,12,3,M,8A,3492,3731,NA,8,ambient,,330,,,,99.1,3,19.3,NA,NA,,,NA
2017-6253,6253,6253_25_9,9,0,I,8A,3566,3571,NA,4,warm,anywhere,25,,,,86.9,3,9.9,NA,NA,,,NA
2017-6253,6253,6253_275_12,12,0,I,4W,3566,3571,NA,4,warm,,275,,11/13/17,,86.9,3,9.9,NA,NA,,,NA
2017-6254,6254,6254_69_9,9,0,I,7A,3567,3595,NA,5,warm,anywhere,69,,,,119.7,3,19.9,NA,NA,,,NA
2017-6254,6254,6254_296_12,12,0,I,5W,3567,3595,NA,5,warm,,296,,11/16/17,,119.7,3,19.9,NA,NA,,,NA
2017-6255,6255,6255_143_9,9,1,I,2C,3601,3810,NA,4,warm,anywhere,143,,,,132.8,3,19,NA,NA,,,NA
2017-6255,6255,6255_262_12,12,1,I,4W,3601,3810,NA,4,warm,,262,,11/12/17,,132.8,3,19,NA,NA,,,NA
2017-6256,6256,6256_146_9,9,1,I,2C,3608,3845,NA,5,warm,anywhere,146,,,,128.4,3,19.2,NA,NA,,,NA
2017-6256,6256,6256_283_12,12,1,I,5W,3608,3845,NA,5,warm,,283,,11/11/17,,128.4,3,19.2,NA,NA,,,NA
2017-6257,6257,6257_138_9,9,1,I,2C,3614,3800,NA,6,warm,anywhere,138,,,,123,3,16.7,NA,NA,,,NA
2017-6257,6257,6257_363_12,12,1,I,6W,3614,3800,NA,6,warm,,363,,11/12/17,,123,3,16.7,NA,NA,,,NA
2017-6258,6258,6258_140_9,9,3,M,2C,3618,3806,NA,4,warm,anywhere,140,,11/12/17,,126.4,3,27.4,NA,NA,,,NA
2017-6258,6258,6258_261_12,12,3,M,4W,3618,3806,NA,4,warm,,261,,,,126.4,3,27.4,NA,NA,,,NA
2017-6259,6259,6259_139_9,9,0,M,2C,3621,3818,NA,5,warm,anywhere,139,,,,134.7,3,27.9,NA,NA,,,NA
2017-6259,6259,6259_281_12,12,0,M,5W,3621,3818,NA,5,warm,,281,,11/15/17,,134.7,3,27.9,NA,NA,,,NA
2017-6260,6260,6260_136_9,9,0,M,2C,3631,3832,NA,6,warm,anywhere,136,,,,127.3,3,25.9,NA,NA,,,NA
2017-6260,6260,6260_374_12,12,0,M,6W,3631,3832,NA,6,warm,,374,,11/12/17,,127.3,3,25.9,NA,NA,,,NA
2017-6261,6261,6261_164_9,9,1,I,1C,3650,3851,NA,4,warm,anywhere,164,,11/13/17,,126.9,3,18.9,NA,NA,,,NA
2017-6261,6261,6261_273_12,12,1,I,4W,3650,3851,NA,4,warm,,273,,,,126.9,3,18.9,NA,NA,,,NA
2017-6262,6262,6262_168_9,9,1,I,1C,3651,3856,NA,5,warm,anywhere,168,,,,135.5,3,20.7,NA,NA,,,NA
2017-6262,6262,6262_289_12,12,1,I,5W,3651,3856,NA,5,warm,,289,,11/16/17,,135.5,3,20.7,NA,NA,,,NA
2017-6263,6263,6263_179_9,9,1,I,1C,3653,3857,NA,6,warm,anywhere,179,,,,129.2,3,20.6,NA,NA,,,NA
2017-6263,6263,6263_368_12,12,1,I,6W,3653,3857,NA,6,warm,,368,,11/12/17,,129.2,3,20.6,NA,NA,,,NA
2017-6264,6264,6264_180_9,9,0,I,1C,3660,3863,NA,4,warm,anywhere,180,,11/13/17,,125,3,20.7,NA,NA,,,NA
2017-6264,6264,6264_268_12,12,0,I,4W,3660,3863,NA,4,warm,,268,,,,125,3,20.7,NA,NA,,,NA
2017-6265,6265,6265_155_9,9,0,I,1C,3669,3874,NA,5,warm,anywhere,155,,,,133,3,22.4,NA,NA,,,NA
2017-6265,6265,6265_282_12,12,0,I,5W,3669,3874,NA,5,warm,,282,,11/16/17,,133,3,22.4,NA,NA,,,NA
2017-6266,6266,6266_156_9,9,1,I,1C,3671,3875,NA,4,warm,anywhere,156,,11/13/17,,136.6,3,22,NA,NA,,,NA
2017-6266,6266,6266_264_12,12,1,I,4W,3671,3875,NA,4,warm,,264,,,,136.6,3,22,NA,NA,,,NA
2017-6267,6267,6267_159_9,9,1,I,1C,3672,3876,NA,5,warm,anywhere,159,,,,133,3,19.7,NA,NA,,,NA
2017-6267,6267,6267_288_12,12,1,I,5W,3672,3876,NA,5,warm,,288,,11/17/17,,133,3,19.7,NA,NA,,,NA
2017-6268,6268,6268_97_9,9,0,I,1C,3673,3877,NA,6,warm,anywhere,97,,,,130,3,20.4,NA,NA,,,NA
2017-6268,6268,6268_369_12,12,0,I,6W,3673,3877,NA,6,warm,,369,,11/12/17,,130,3,20.4,NA,NA,,,NA
2017-6269,6269,6269_160_9,9,1,I,1C,3677,3880,NA,6,warm,anywhere,160,,,,145.6,3,22.4,NA,NA,,,NA
2017-6269,6269,6269_364_12,12,1,I,6W,3677,3880,NA,6,warm,,364,,11/12/17,,145.6,3,22.4,NA,NA,,,NA
2017-6270,6270,6270_131_9,9,0,M,3C,3702,3902,NA,4,warm,anywhere,131,,11/12/17,,129.8,4,28.8,NA,NA,,,NA
2017-6270,6270,6270_269_12,12,0,M,4W,3702,3902,NA,4,warm,,269,,,,129.8,4,28.8,NA,NA,,,NA
2017-6271,6271,6271_105_9,9,0,M,3C,3708,3717,NA,5,warm,anywhere,105,,,,134.1,3,26,NA,NA,,,NA
2017-6271,6271,6271_295_12,12,0,M,5W,3708,3717,NA,5,warm,,295,,11/16/17,,134.1,3,26,NA,NA,,,NA
2017-6272,6272,6272_111_9,9,0,I,3C,3715,3719,NA,8,ambient,drain end,111,,,,124.5,3,20.6,NA,NA,,,NA
2017-6272,6272,6272_338_12,12,0,I,8A,3715,3719,NA,8,ambient,,338,,11/16/17,,124.5,3,20.6,NA,NA,,,NA
2017-6273,6273,6273_127_9,9,1,I,3C,3720,3915,NA,5,warm,anywhere,127,,,,133.7,3,19.7,NA,NA,,,NA
2017-6273,6273,6273_280_12,12,1,I,5W,3720,3915,NA,5,warm,,280,,11/12/17,,133.7,3,19.7,NA,NA,,,NA
2017-6274,6274,6274_122_9,9,1,I,3C,3721,3908,NA,6,warm,anywhere,122,,,,131.8,3,19.5,NA,NA,,,NA
2017-6274,6274,6274_367_12,12,1,I,6W,3721,3908,NA,6,warm,,367,,11/12/17,,131.8,3,19.5,NA,NA,,,NA
2017-6275,6275,6275_110_9,9,3,M,3C,3727,3911,NA,6,warm,anywhere,110,,,,127.1,3,26.9,NA,NA,,,NA
2017-6275,6275,6275_372_12,12,3,M,6W,3727,3911,NA,6,warm,,372,,11/12/17,,127.1,3,26.9,NA,NA,,,NA
2017-6276,6276,6276_50_9,9,0,I,9A,3381,3517,NA,9,ambient,drain end,50,,11/10/17,,112,4,19.5,NA,NA,,,NA
2017-6277,6277,6277_177_9,9,0,I,1C,3652,3855,NA,3,cold,drain end,177,,11/10/17,,126.3,3,22.7,NA,NA,,,NA
2017-6278,6278,6278_147_9,9,1,I,2C,3633,3812,NA,1,cold,drain end,147,,,,128.4,4,18,NA,NA,,,NA
2017-6278,6278,6278__12,12,1,I,1C,3633,3812,NA,1,cold,,,,"tubes 211,217 not recorded; 219 recorded twice",,128.4,4,18,NA,NA,,,NA
2017-6278,6278,6278_413_26,26,1,I,1C,3633,3812,NA,1,cold,,413,,,,128.4,4,18,NA,NA,,,NA
2017-6279,6279,6279_13_9,9,1,I,8A,3182,3184,NA,1,cold,drain end,13,,"3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure",,111.6,3,13.9,NA,NA,,,NA
2017-6279,6279,6279_219_12,12,1,I,1C,3182,3184,NA,1,cold,,219,,"3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure",,111.6,3,13.9,NA,NA,,,NA
2017-6279,6279,6279_411_26,26,1,I,1C,3182,3184,NA,1,cold,,411,,"3088/3138 died before any RNA sampling; suspect 219 tube OK & has 3182/3184, but no way to  be sure",,111.6,3,13.9,NA,NA,,,NA
2017-6280,6280,6280_tes_NA,NA,3,NA,NA,3114,3133,NA,NA,,,test1,for Steven to test RNA yield; not in experiment,,,#N/A,#N/A,#N/A,NA,NA,,,NA
2017-6281,6281,6281_tes_NA,NA,3,I,NA,3712,3726,NA,NA,,,test2,for Steven to test RNA yield; not in experiment,,,131.4,3,22.6,NA,NA,,,NA
2017-6282,6282,6282_tes_NA,NA,3,M,NA,3016,3424,NA,NA,,,test3,for Steven to test RNA yield; not in experiment,,,129.5,3,26.9,NA,NA,,,NA
